## This is a hack 
## all the dates are given as the current year (now 2021) so they will show up as comparison
20210906	4.5	883.25
20210907	1.5	884.75
20210908	1.5	886.25
20210908	2.4	888.65
20210911	4.75	893.40
20210912	6.7	900.10
20210912	4.0	904.10
20210913	12	916.10
20210918	6	922.10
20210919	5.5	927.60
20210920	11.5	939.10
20210922	2.75	941.85
20210923	2.4	944.25
20210923	0.8	945.05
20210924	3.6	948.65
20210925	14	962.65
20210926	3.75	966.40
20210927	10.75	977.15
20210928	5.75	982.90
20211001	3.6	986.50
20211002	2	988.50
20211002	2	990.50
20211003	2	992.50
20211004	2.5	995.00
20211005	2	997.00
20211006	2	999.00
20211007	2.5	1001.50
20211011	5.75	1007.25
20211011	2	1009.25
20211014	1.1	1010.35
20211014	1.0	1011.35
20211015	2.0	1013.35
20211016	15.0	1028.35
20211017	6.25	1034.60
20211018	7.5	1042.10
20211023	2.0	1044.10
20211024	6.0	1050.10
20211025	8	1058.10
20211026	1.25	1059.35
20211026	1.4	1060.75
20211026	1.6	1062.35
20211027	1.75	1064.10
20211028	1.75	1065.85
20211028	1.75	1067.60
20211029	1.7	1069.30
20211030	5.8	1075.10
20211030	1.2	1076.30
20211030	4.4	1080.70
20211030	0.8	1081.50
20211101	5	1086.50
20211101	4.25	1090.75
20211102	1.4	1092.15
20211103	1.4	1093.55
20211103	2.0	1095.55
20211104	1.6	1097.15
20211104	1.5	1098.65
20211106	10	1108.65
20211107	11.75	1120.40
20211108	6.75	1127.15
20211109	1.75	1128.90
20211110	1.0	1129.90
20211110	1.75	1131.65
20211111	1.25	1132.90
20211113	13.5	1146.40
20211114	2.25	1148.65
20211115	9	1157.65
20211116	0.9	1158.55
20211117	1.25	1159.80
20211117	1.75	1161.55
20211120	17	1178.55
20211122	8.75	1187.30
20211123	1.5	1188.80
20211123	2.5	1191.30
20211123	0.8	1192.10
20211124	1.25	1193.35
20211125	1.25	1194.60
20211125	2.5	1197.10
20211126	1.25	1198.35
20211127	12.25	1210.60
20211127	1.5	1212.10
20211128	6	1218.10
20211129	8.75	1226.85
20211130	6.0	1232.85
20211201	1.5	1234.35
20211202	2.75	1237.10
20211204	6	1243.10
20211205	6.0	1249.10
20211206	13.0	1262.10
20211208	2.5	1264.60
20211209	2.5	1267.10
20211210	1.25	1268.35
20211211	13.75	1282.10
20211212	1.5	1283.60
20211213	6	1289.60
20211215	2.75	1292.35
20211216	1.5	1293.85
20211218	15.0	1308.85
20211219	4.5	1313.35
20211220	11.9	1325.25
20211222	1.25	1326.50
20211222	3.0	1329.50
20211223	12.0	1341.50
20211224	10	1351.50
20211225	10.5	1362.00
20211226	10	1372.00
20211227	11.25	1383.25
20211228	10.0	1393.25
20211229	6.9	1400.15
20211230	9.0	1409.15
20211231	13	1422.15
